Make,Model,Year,Kilometer,Fuel Type,Transmission,Location,Color,Owner,Seller Type,Engine,Max Power,Max Torque,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity,Price
Hyundai,Elantra SX (O) 2.0 AT,2017,24000,Petrol,Automatic,Mumbai,White,First,Individual,1999 cc,150 bhp @ 6200 rpm,192 Nm @ 4000 rpm,FWD,4620,1800,1465,5,50,1175000
Maruti Suzuki,Wagon R VXi,2012,68000,Petrol,Manual,Kanpur,White,First,Individual,998 cc,68@6200,90@3500,,3539,1495,1700,5,35,250000
Hyundai,Accent Executive,2015,41273,Petrol,Manual,Mumbai,White,First,Individual,1495 cc,94 bhp @ 5500 rpm,125 Nm @ 3500 rpm,FWD,4250,1670,1370,5,45,400000
Audi,Q5 35 TDI Premium Plus,2018,66000,Diesel,Automatic,Chennai,White,First,Individual,,,,,,,,,,4000000
Hyundai,Creta SX 1.6 CRDi,2018,65954,Diesel,Manual,Pune,Red,First,Individual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1500 rpm,FWD,4270,1780,1665,5,55,1100000
Hyundai,i10 Sportz 1.2 Kappa2,2016,28000,Petrol,Manual,Mumbai,Maroon,First,Individual,1197 cc,79 bhp @ 6000 rpm,112.7619 Nm @ 4000 rpm,FWD,3585,1595,1550,5,35,395000
Maruti Suzuki,S-Presso VXi Plus,2021,38848,Petrol,Manual,Panchkula,Silver,First,Individual,998 cc,67 bhp @ 5500 rpm,90 Nm @ 3500 rpm,FWD,3565,1520,1564,5,27,425000
Toyota,Innova 2.4 ZX 7 STR [2016-2020],2017,30000,Diesel,Manual,Chennai,Maroon,First,Individual,2393 cc,148 bhp @ 3400 rpm,343 Nm @ 1400 rpm,RWD,4735,1830,1795,7,55,2190000
Lexus,ES 300h Exquisite [2020-2021],2020,27000,Hybrid,Automatic,Mumbai,Blue,First,Individual,2487 cc,176 bhp @ 5700 rpm,221 Nm @ 3600 rpm,FWD,4975,1865,1445,5,50,4800000
Maruti Suzuki,Swift DZire LXI (O),2017,69000,Petrol,Manual,Faridabad,Grey,First,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3995,1695,1555,5,42,421000
Hyundai,i20 Active 1.2 SX,2016,22700,Petrol,Manual,Mumbai,Red,First,Individual,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3995,1760,1555,5,45,560000
Honda,Civic 1.8V MT,2014,9212,Petrol,Manual,Patna,Grey,First,Individual,,,,,,,,,,777000
Audi,Q3 35 TDI quattro Technology,2019,41000,Diesel,Automatic,Hyderabad,White,Second,Individual,1968 cc,184 bhp @ 3500 rpm,380 Nm @ 1750 rpm,AWD,4385,1831,1608,5,64,3250000
Mahindra,Scorpio S10,2014,100000,Diesel,Manual,Mumbai,Red,Second,Individual,2179 cc,120 bhp @ 4000 rpm,280 Nm @ 1800 rpm,RWD,4456,1820,1995,8,60,875000
Maruti Suzuki,Ciaz Alpha 1.4 MT,2018,13066,Petrol,Manual,Bangalore,Grey,First,Individual,1373 cc,91 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD,4490,1730,1485,5,43,899000
Renault,Duster 85 PS RxL,2015,75000,Diesel,Manual,Kanpur,Black,First,Individual,1461 cc,84 bhp @ 3750 rpm,200 Nm @ 1900 rpm,FWD,4315,1822,1695,5,50,425000
Maruti Suzuki,S-Presso VXi (O),2019,53241,Petrol,Manual,Mirzapur,Grey,First,Individual,998 cc,67 bhp @ 5500 rpm,90 Nm @ 3500 rpm,FWD,3565,1520,1564,5,27,425000
MINI,Countryman Cooper S JCW Inspired,2021,12000,Petrol,Automatic,Delhi,Green,First,Individual,1998 cc,189 bhp @ 4400 rpm,280 Nm @ 1350 rpm,FWD,4299,1822,1557,5,47,3875000
Honda,City 1.5 S MT,2013,65000,Petrol,Manual,Chennai,Brown,First,Individual,1497 cc,116 bhp @ 6600 rpm,146 Nm @ 4800 rpm,FWD,4440,1695,1485,5,42,500000
Toyota,Fortuner 3.0 4x2 MT,2012,97000,Diesel,Manual,Jalandhar,White,Second,Individual,2982 cc,169 bhp @ 3600 rpm,343 Nm @ 1400 rpm,RWD,4705,1840,1850,7,80,1225000
Toyota,Innova 2.7 ZX AT 7 STR,2017,49000,Petrol,Automatic,Delhi,Maroon,Second,Individual,2694 cc,164 bhp @ 5200 rpm,245 Nm @ 4000 rpm,RWD,4735,1830,1795,7,65,1789999
Hyundai,Eon 1.0 Kappa Magna + [2014-2016],2013,64000,Petrol,Manual,Faizabad,White,First,Individual,998 cc,68 bhp @ 6200 rpm,94 Nm @ 3500 rpm,FWD,3515,1500,1510,5,32,240000
Volkswagen,Polo Comfortline 1.2L (P),2010,78000,Petrol,Manual,Ludhiana,White,Second,Individual,,,,,,,,,,240000
Honda,Amaze 1.5 VX i-DTEC,2019,56000,Diesel,Manual,Hyderabad,White,First,Individual,1498 cc,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD,3990,1680,1505,5,35,935000
Maruti Suzuki,Baleno Alpha Automatic,2018,39000,Petrol,Automatic,Mumbai,Red,First,Individual,1197 cc,82 bhp @ 6000 rpm,113 Nm @ 4200 rpm,FWD,3995,1745,1510,5,37,775000
Mahindra,Scorpio S4 1.99 [2016-2017],2017,55000,Diesel,Manual,Patna,White,Second,Individual,1997 cc,120 bhp @ 4000 rpm,280 Nm @ 1800 rpm,RWD,4456,1820,1995,8,60,950000
Hyundai,Grand i10 Magna AT 1.2 Kappa VTVT,2018,53000,Petrol,Automatic,Hyderabad,White,Second,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765,1660,1520,5,43,549000
Maruti Suzuki,Eeco 5 STR WITH A/C+HTR CNG [2017-2019],2021,1374,CNG,Manual,Mumbai,Grey,First,Individual,1196 cc,73 bhp @ 6000 rpm,101 Nm @ 3000 rpm,RWD,3675,1475,1800,5,40,645000
Mercedes-Benz,C-Class C 220d Progressive [2018-2019],2018,68000,Diesel,Automatic,Hyderabad,White,First,Individual,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD,4686,1810,1442,5,66,3400000
Hyundai,Elite i20 Sportz 1.2 [2016-2017],2019,35000,Petrol,Manual,Mumbai,Grey,First,Individual,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3985,1734,1505,5,45,645000
BMW,5-Series 520d M Sport,2016,39000,Diesel,Automatic,Delhi,White,First,Individual,1995 cc,190 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD,4899,2094,1464,5,65,2600000
Audi,A4 2.0 TDI (177bhp) Premium,2011,62000,Diesel,Automatic,Chennai,White,First,Individual,1968 cc,177 bhp @ 4200 rpm,380 Nm @ 1750 rpm,FWD,4701,1826,1427,5,63,1375000
Honda,City V CVT Petrol [2017-2019],2021,11000,Petrol,Automatic,Mumbai,Black,First,Individual,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4440,1695,1495,5,40,1340000
Maruti Suzuki,Swift ZXi Plus [2018-2019],2020,11000,Petrol,Manual,Bangalore,White,First,Individual,1197 cc,82 bhp @ 6000 rpm,113 Nm @ 4200 rpm,FWD,3840,1735,1530,5,37,840000
Maruti Suzuki,Swift DZire VXI,2014,102000,Petrol,Manual,Salem,Grey,Second,Individual,1197 cc,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3995,1695,1555,5,42,525000
Maruti Suzuki,Eeco 7 STR STD (O),2022,7000,Petrol,Manual,Hyderabad,Grey,First,Individual,1196 cc,72 bhp @ 6000 rpm,98 Nm @ 3000 rpm,RWD,3675,1475,1825,7,40,625000
Hyundai,Eon Sportz,2012,20000,Petrol,Manual,Mumbai,Grey,First,Individual,814 cc,55 bhp @ 5500 rpm,75 Nm @ 4000 rpm,FWD,3495,1550,1500,5,32,215000
Hyundai,Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018],2019,25000,Petrol,Manual,Hyderabad,Silver,First,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765,1660,1520,5,43,595000
Audi,A4 Premium Plus 40 TFSI,2022,22000,Petrol,Automatic,Delhi,White,First,Individual,1984 cc,188 bhp @ 4200 rpm,320 Nm @ 1450 rpm,FWD,4762,1847,1433,5,54,4150000
Maruti Suzuki,Swift VDi,2018,65000,Diesel,Manual,Hyderabad,Blue,First,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3840,1735,1530,5,37,750000
Ford,Ecosport Titanium 1.5 Ti-VCT,2013,47000,Petrol,Manual,Indore,Black,First,Individual,1499 cc,109 bhp @ 6300 rpm,140 Nm @ 4400 rpm,FWD,3999,1765,1708,5,52,550000
Renault,Duster 110 PS RXZ 4X2 MT Diesel,2016,2000000,Diesel,Manual,Ranchi,White,First,Individual,1461 cc,108 bhp @ 3900 rpm,248 Nm @ 2250 rpm,FWD,4315,1822,1695,5,50,450000
BMW,X5 xDrive30d Pure Experience (5 Seater),2016,27011,Diesel,Automatic,Chandigarh,White,Second,Individual,2993 cc,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,AWD,4886,1938,1762,5,,4175000
Jaguar,XE Prestige Diesel,2018,45545,Diesel,Automatic,Chandigarh,Red,Second,Individual,1999 cc,177 bhp @ 4000 rpm,430 Nm @ 1750 rpm,RWD,4795,1967,1416,5,56,2700000
Mercedes-Benz,GLE 350 d,2018,18000,Diesel,Automatic,Chandigarh,Black,First,Individual,2987 cc,255 bhp @ 3400 rpm,620 Nm @ 1600 rpm,AWD,4819,2141,1796,5,93,6150000
Volkswagen,Polo Comfortline 1.2L (P),2014,72782,Petrol,Manual,Bangalore,Grey,First,Individual,1198 cc,74 bhp @ 5400 rpm,110 Nm @ 3750 rpm,FWD,3970,1682,1453,5,45,565000
Maruti Suzuki,Alto VXi [2014-2019],2017,16800,Petrol,Manual,Mumbai,Grey,First,Individual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3545,1490,1475,5,35,369000
Toyota,Yaris V CVT,2019,40900,Petrol,Automatic,Pune,Red,First,Corporate,1496 cc,106 bhp @ 6000 rpm,140 Nm @ 4200 rpm,FWD,4425,1730,1495,5,42,1090000
Honda,WR-V VX MT Petrol,2017,39000,Petrol,Manual,Guwahati,White,First,Corporate,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,3999,1734,1601,5,40,580000
BMW,X1 sDrive20d xLine,2016,77000,Diesel,Automatic,Surat,Black,First,Individual,1995 cc,184 bhp @ 4000 rpm,350 Nm @ 1750 rpm,RWD,4454,2044,1545,5,63,2199000
Mahindra,Scorpio S11 2WD 7 STR,2018,120000,Diesel,Manual,Ranchi,Black,Second,Individual,2179 cc,140 bhp @ 3750 rpm,320 Nm @ 1500 rpm,RWD,4456,1820,1995,7,60,1251000
Honda,Amaze 1.2 SX i-VTEC,2017,38700,Petrol,Manual,Meerut,Maroon,First,Individual,1198 cc,87 bhp @ 6000 rpm,109 Nm @ 4500 rpm,FWD,3990,1680,1505,5,35,540000
Maruti Suzuki,XL6 Zeta MT Petrol,2021,7239,Petrol,Manual,Udupi,White,First,Individual,1462 cc,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,FWD,4445,1775,1700,6,45,1245000
BMW,3-Series 330i M Sport Edition,2020,14000,Petrol,Automatic,Mumbai,White,First,Individual,1998 cc,248 bhp @ 5200 rpm,350 Nm @ 1450 rpm,RWD,4633,1811,1429,5,57,4749000
Hyundai,Grand i10 Sports Edition 1.2L Kappa VTVT,2014,76000,Petrol,Manual,Ernakulam,White,First,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765,1660,1520,5,43,365000
BMW,2 Series Gran Coupe 220d M Sport [2020-2021],2020,11000,Diesel,Automatic,Pune,Blue,First,Individual,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,FWD,4526,1800,1420,5,50,4300000
Maruti Suzuki,Vitara Brezza VDi,2019,81300,Diesel,Manual,Ludhiana,White,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,3995,1790,1640,5,48,825000
Volkswagen,Polo GT TDI,2013,76000,Diesel,Manual,Lucknow,White,First,Individual,1598 cc,103 bhp @ 4400 rpm,250 Nm @ 1500 rpm,FWD,3970,1682,1453,5,45,325000
Tata,Tiago Revotron XM (O) [2016-2019],2018,91460,Petrol,Manual,Kanpur,Black,First,Individual,1199 cc,84 bhp @ 6000 rpm,114 Nm @ 3500 rpm,FWD,3746,1647,1535,5,35,400000
Land Rover,Evoque HSE Dynamic,2018,45000,Diesel,Automatic,Delhi,Blue,First,Individual,1999 cc,177 bhp @ 4000 rpm,430 Nm @ 1750 rpm,AWD,4360,2120,1635,5,57,3600000
Mahindra,Scorpio LX BS-IV,2013,47000,Diesel,Manual,Patna,White,First,Individual,2179 cc,120 bhp @ 4000 rpm,290 Nm @ 1800 rpm,RWD,4430,1817,1975,8,60,671000
Mercedes-Benz,GLC 220 d Progressive,2018,50000,Diesel,Automatic,Delhi,Blue,First,Individual,2143 cc,168 bhp @ 3000 rpm,400 Nm @ 1400 rpm,AWD,4656,1890,1639,5,66,3400000
BMW,7-Series 730Ld,2014,133273,Diesel,Automatic,Pune,Blue,First,Individual,2993 cc,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,RWD,5219,1902,1481,4,,3200000
Volkswagen,Vento Highline Plus 1.2 (P) AT 16 Alloy,2017,60500,Petrol,Automatic,Surat,White,First,Individual,1197 cc,103 bhp @ 5000 rpm,175 Nm @ 1500 rpm,FWD,4390,1699,1467,5,55,775000
Mercedes-Benz,M-Class 350 CDI,2014,81000,Diesel,Automatic,Ahmedabad,Grey,First,Individual,2987 cc,234@3800,535@1600,AWD,4781,1911,1774,5,95,2150000
Land Rover,Discovery 2.0 HSE 4WD Diesel,2020,22000,Diesel,Automatic,Delhi,Red,Second,Individual,1999 cc,237 bhp @ 4000 rpm,430 Nm @ 1400 rpm,AWD,4988,2220,1846,5,,4700000
Ford,Ikon DuraTorq 1.4 TDCi,2009,88000,Diesel,Manual,Unnao,White,First,Individual,1399 cc,68@4000,160@2000,,4145,1632,1440,5,43,145000
MINI,Cooper D 5 Door,2020,19759,Diesel,Automatic,Coimbatore,Blue,First,Individual,1496 cc,114 bhp @ 4000 rpm,270 Nm @ 1750 rpm,FWD,3982,1727,1425,5,44,3590000
Toyota,Corolla Altis 1.8 G,2011,77000,Petrol,Manual,Faridabad,Silver,First,Individual,1794 cc,132@6000,170@4200,FWD,4540,1760,1480,5,55,375000
Hyundai,Verna Fluidic 1.6 VTVT SX AT,2015,58200,Petrol,Automatic,Mumbai,Silver,First,Individual,1591 cc,121 bhp @ 6300 rpm,158 Nm @ 4200 rpm,FWD,4370,1700,1475,5,43,645000
Toyota,Vellfire Hybrid,2022,4000,Hybrid,Automatic,Delhi,Black,First,Individual,2494 cc,115 bhp @ 4700 rpm,198 Nm @ 2800 rpm,AWD,4935,1850,1895,7,58,11500000
Maruti Suzuki,Celerio ZXi,2015,42000,Petrol,Manual,Bangalore,White,First,Individual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3600,1600,1560,5,35,509999
Hyundai,Elantra 1.8 SX AT,2013,63000,Petrol,Automatic,Mumbai,Silver,First,Individual,1797 cc,147 bhp @ 6500 rpm,177 Nm @ 4700 rpm,FWD,4530,1775,1470,5,56,545000
Honda,City V,2018,42855,Petrol,Manual,Pune,Brown,First,Individual,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4440,1695,1495,5,40,835000
Renault,Duster 85 PS RXS 4X2 MT Diesel,2018,24000,Diesel,Manual,Bangalore,Brown,First,Individual,1461 cc,84 bhp @ 3750 rpm,200 Nm @ 1900 rpm,FWD,4315,1822,1695,5,50,960000
Maruti Suzuki,Celerio VXi [2019-2020],2019,34000,Petrol,Manual,Chennai,White,First,Individual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3695,1600,1560,5,35,540000
Kia,Seltos HTK Plus 1.5 iMT,2022,9500,Petrol,Manual,Delhi,White,First,Individual,1497 cc,113 bhp @ 6300 rpm,144 Nm @ 4500 rpm,FWD,4315,1800,1637,5,50,1475000
Jaguar,XJ 3.0 V6 Portfolio,2014,32000,Diesel,Automatic,Pune,Brown,Second,Individual,2993 cc,271 bhp @ 4000 rpm,600 Nm @ 2000 rpm,RWD,5252,1899,1457,5,83,3600000
Hyundai,Verna 1.6 CRDI SX (O),2018,97000,Diesel,Manual,Jaipur,White,First,Individual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,FWD,4375,1700,1475,5,43,1175000
Hyundai,Verna Fluidic 1.6 VTVT SX Opt AT,2014,72900,Petrol,Automatic,Mumbai,Blue,Second,Individual,1591 cc,121 bhp @ 6300 rpm,158 Nm @ 4200 rpm,FWD,4370,1700,1475,5,43,475000
Audi,Q8 Celebration,2021,28000,Petrol,Automatic,Hyderabad,Silver,First,Individual,2995 cc,335 bhp @ 5000 rpm,500 Nm @ 1370 rpm,AWD,4986,1995,1705,5,85,9900000
Maruti Suzuki,Swift LXi,2022,6000,Petrol,Manual,Delhi,White,First,Individual,1197 cc,89 bhp @ 6000 rpm,113 Nm @ 4400 rpm,FWD,3845,1735,1530,5,37,650000
BMW,X4 xDrive30d M Sport X [2019-2020],2021,24500,Diesel,Automatic,Mumbai,Red,First,Corporate,2993 cc,260 bhp @ 4000 rpm,620 Nm @ 2000 rpm,AWD,4752,1918,1621,5,68,6100000
Hyundai,i10 Sportz 1.2 AT Kappa2,2013,41000,Petrol,Automatic,Pune,White,First,Individual,1197 cc,79 bhp @ 6000 rpm,112.7619 Nm @ 4000 rpm,FWD,3585,1595,1550,5,35,370000
Honda,City VX (O) MT BL,2018,50000,Petrol,Manual,Patna,Silver,First,Individual,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4440,1695,1495,5,40,875000
Maruti Suzuki,DZire VDi AMT,2018,66000,Diesel,Automatic,Warangal,Red,First,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3995,1735,1515,5,37,695000
Tata,Harrier XZA Plus,2022,38000,Diesel,Automatic,Mumbai,Black,First,Individual,1956 cc,168 bhp @ 3750 rpm,350 Nm @ 1750 rpm,FWD,4598,1894,1706,5,50,2275000
Jeep,Compass Model S (O) 1.4 Petrol DCT,2021,17000,Petrol,Automatic,Delhi,Blue,First,Individual,1368 cc,161 bhp @ 5500 rpm,250 Nm @ 2500 rpm,FWD,4405,1818,1640,5,60,2700000
Hyundai,Verna Fluidic 1.6 CRDi SX,2014,74000,Diesel,Manual,Mohali,Grey,First,Individual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,FWD,4370,1700,1475,5,43,545000
Maruti Suzuki,Wagon R VXi 1.0 [2019-2019],2021,22000,Petrol,Manual,Gorakhpur,White,First,Individual,,,,,3655,1620,1675,5,32,540000
Skoda,Rapid Style 1.6 MPI AT,2018,20690,Petrol,Automatic,Bangalore,Red,First,Individual,1598 cc,104 bhp @ 5200 rpm,153 Nm @ 3750 rpm,FWD,4413,1699,1466,5,55,1099000
Hyundai,Verna 1.6 CRDI SX,2019,40000,Diesel,Manual,Ludhiana,White,First,Individual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,FWD,4375,1700,1475,5,43,1125000
Hyundai,Creta 1.6 SX Plus AT Petrol,2018,50000,Petrol,Automatic,Mumbai,White,First,Individual,1591 cc,122 bhp @ 6400 rpm,154 Nm @ 4850 rpm,FWD,4270,1780,1630,5,60,1299000
BMW,5-Series 525d Luxury Plus,2013,70000,Diesel,Automatic,Mumbai,White,Second,Individual,1995 cc,217 bhp @ 4400 rpm,450 Nm @ 1500 rpm,RWD,4899,2094,1464,5,,1600000
BMW,X6 xDrive40i M Sport,2021,20000,Petrol,Automatic,Chandigarh,Red,First,Individual,2998 cc,335 bhp @ 5500 rpm,450 Nm @ 1500 rpm,AWD,4935,2004,1696,5,83,10800000
Maruti Suzuki,XL6 Alpha AT Petrol,2020,47248,Petrol,Automatic,Jaipur,Blue,First,Individual,1462 cc,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,FWD,4445,1775,1700,6,45,1190000
Tata,Tigor XZA Plus,2021,9000,Petrol,Automatic,Pune,Brown,First,Individual,1199 cc,84 bhp @ 6000 rpm,113 Nm @ 3300 rpm,FWD,3993,1677,1532,5,35,795000
Hyundai,Verna Fluidic 1.6 CRDi SX,2013,78000,Diesel,Manual,Ahmedabad,White,Second,Individual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,FWD,4370,1700,1475,5,43,459999
Audi,A6 35 TDI Matrix,2018,51000,Diesel,Automatic,Hyderabad,Red,First,Individual,1968 cc,190 bhp @ 3800 rpm,400 Nm @ 1750 rpm,FWD,4933,1874,1455,5,75,3400000
Hyundai,Creta E Plus 1.6 Petrol,2018,34841,Petrol,Manual,Hyderabad,White,First,Individual,1591 cc,122 bhp @ 6400 rpm,151 Nm @ 4850 rpm,FWD,4270,1780,1665,5,55,1050000
Hyundai,i20 Magna 1.2,2014,46000,Petrol,Manual,Hyderabad,Maroon,First,Individual,1197 cc,83 bhp @ 6000 rpm,113.796 Nm @ 4000 rpm,FWD,3995,1710,1505,5,45,385000
Honda,City S Diesel,2015,61000,Diesel,Manual,Ranchi,Grey,First,Individual,1498 cc,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD,4440,1695,1495,5,40,585000
Audi,A3 35 TDI Premium + Sunroof,2014,55000,Diesel,Automatic,Mumbai,White,First,Individual,1968 cc,141 bhp @ 3500 rpm,320 Nm @ 1750 rpm,FWD,4456,1796,1416,5,50,1650000
Maruti Suzuki,Swift VXi [2014-2017],2020,58736,Petrol,Manual,Kollam,Blue,First,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3850,1695,1530,5,42,625000
Maruti Suzuki,Ciaz Alpha Hybrid 1.5 [2018-2020],2019,34000,Petrol,Manual,Delhi,Blue,First,Individual,1462 cc,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,FWD,4490,1730,1485,5,43,910000
Mahindra,XUV500 W11,2018,47000,Diesel,Manual,Ranchi,White,First,Individual,2179 cc,153 bhp @ 3750 rpm,360 Nm @ 1750 rpm,FWD,4585,1890,1785,7,70,1275000
Hyundai,Elite i20 Magna 1.2 [2016-2017],2017,47000,Petrol,Manual,Delhi,Grey,First,Individual,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3985,1734,1505,5,45,585000
Mahindra,Thar CRDe 4x4 Non AC,2017,79000,Diesel,Manual,Mysore,Green,First,Individual,2498 cc,105@3800,247@1800,AWD,3920,1710,1930,7,60,1035000
Hyundai,Elite i20 Asta 1.2 IVT,2021,12020,Petrol,Automatic,Mumbai,White,First,Individual,1197 cc,87 bhp @ 6000 rpm,115 Nm @ 1500 rpm,FWD,3995,1775,1505,5,37,1075000
Hyundai,Creta SX 1.5 Diesel [2020-2022],2020,7000,Diesel,Manual,Ahmedabad,White,First,Individual,1493 cc,113 bhp @ 4000 rpm,250 Nm @ 1500 rpm,FWD,4300,1790,1635,5,50,1650000
Audi,A4 2.0 TDI (143bhp),2014,15000,Diesel,Automatic,Delhi,Red,First,Individual,1968 cc,141 bhp @ 4200 rpm,320 Nm @ 1750 rpm,FWD,4701,1826,1427,5,63,1575000
BMW,X3 xDrive20d,2014,82000,Diesel,Automatic,Chandigarh,White,Second,Individual,1995 cc,184 bhp @ 4000 rpm,380 Nm @ 1750 rpm,AWD,4648,1881,1661,5,67,1950000
BMW,5-Series 520d Luxury Line [2017-2019],2022,6000,Diesel,Automatic,Mumbai,Grey,First,Individual,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD,4936,1868,1479,5,65,6390000
Hyundai,Creta 1.4 S Plus,2019,68000,Diesel,Manual,Bhopal,White,First,Individual,1396 cc,89 bhp @ 4000 rpm,224 Nm @ 1500 rpm,FWD,4270,1780,1630,5,60,1080000
Audi,Q7 45 TDI Premium Plus,2017,24000,Diesel,Automatic,Gurgaon,White,First,Individual,2967 cc,245 bhp @ 2910 rpm,600 Nm @ 1500 rpm,AWD,5052,1968,1740,7,75,5500000
Hyundai,Venue SX (O) 1.5 CRDi,2020,56000,Diesel,Manual,Jalandhar,Blue,First,Individual,1493 cc,99 bhp @ 4000 rpm,240 Nm @ 1500 rpm,FWD,3995,1770,1605,5,45,1080000
Mahindra,XUV500 W6,2015,25000,Diesel,Manual,Mumbai,Grey,First,Corporate,2179 cc,138 bhp @ 3750 rpm,330 Nm @ 1600 rpm,FWD,4585,1890,1785,7,70,800000
Datsun,Go Plus T,2017,34000,Petrol,Manual,Lucknow,Brown,First,Individual,1198 cc,67 bhp @ 5000 rpm,104 Nm @ 4000 rpm,FWD,3995,1635,1490,7,35,335000
Hyundai,Venue SX 1.0 Turbo iMT,2021,10700,Petrol,Manual,Jaipur,White,First,Individual,998 cc,118 bhp @ 6000 rpm,172 Nm @ 1500 rpm,FWD,3995,1770,1605,5,45,1185000
Hyundai,Elite i20 Sportz 1.2 IVT,2021,25000,Petrol,Automatic,Mumbai,White,First,Individual,1197 cc,87 bhp @ 6000 rpm,115 Nm @ 1500 rpm,FWD,3995,1775,1505,5,37,894999
Honda,Amaze 1.2 S CVT Petrol [2018-2020],2019,54000,Petrol,Automatic,Varanasi,White,Second,Individual,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,3995,1695,1501,5,35,650000
Hyundai,i20 Sportz 1.4 CRDI,2014,75000,Diesel,Manual,Bangalore,Maroon,First,Individual,1396 cc,90@4000,220@1750,,3940,1710,1505,5,45,550000
Maruti Suzuki,Baleno Delta 1.3,2016,88000,Diesel,Manual,Kanpur,Blue,First,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3995,1745,1500,5,37,550000
Audi,Q3 35 TDI Premium + Sunroof,2016,139000,Diesel,Automatic,Jaipur,White,Second,Individual,1968 cc,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,AWD,4385,1831,1608,5,64,1650000
Skoda,Kushaq Style 1.0L TSI MT,2022,1300,Petrol,Manual,Mumbai,Red,First,Individual,999 cc,114 bhp @ 5000 rpm,178 Nm @ 1750 rpm,FWD,4225,1760,1612,5,50,1600000
Hyundai,Verna 1.6 VTVT SX (O),2019,20000,Petrol,Manual,Delhi,Black,First,Individual,1591 cc,121 bhp @ 6300 rpm,158 Nm @ 4200 rpm,FWD,4375,1700,1475,5,43,1175000
Mitsubishi,Pajero Select Plus AT,2018,122000,Diesel,Automatic,Kota,Silver,First,Individual,2477 cc,176 bhp @ 4000 rpm,350 Nm @ 1800 rpm,RWD,4695,1815,1840,7,70,1995000
Hyundai,Elite i20 Sportz 1.4 CRDI [2016-2017],2016,38000,Diesel,Manual,Patna,Silver,First,Individual,1396 cc,89 bhp @ 4000 rpm,220 Nm @ 1500 rpm,FWD,3985,1734,1505,5,45,575000
MG,Hector Sharp 2.0 Diesel Turbo MT,2021,18500,Diesel,Manual,Hyderabad,Red,First,Individual,1956 cc,169 bhp @ 3750 rpm,350 Nm @ 1750 rpm,FWD,4655,1835,1760,5,60,1975000
Hyundai,Creta SX (O) 1.5 Diesel [2020-2022],2022,27800,Diesel,Manual,Gurgaon,White,First,Individual,1493 cc,113 bhp @ 4000 rpm,250 Nm @ 1500 rpm,FWD,4300,1790,1635,5,50,1625000
